"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ARHGDIB",103162.703872475,0.776045435171394,0.20732570303596,3.74312216868157,0.000181747807588293,0.0015131854594158
"ARHGEF26-AS1",74.2010307242446,-2.0380070030962,0.580094022519969,-3.51323565487359,0.000442684663745202,0.00310454629521553
"ARHGEF3",999.092441570452,-0.916271375786817,0.370417350952042,-2.47361894207123,0.0133752273270794,0.0473169064339126
"ARHGEF6",411.340543375463,0.846520561816182,0.281546210512816,3.00668426783052,0.00264113926091408,0.0131416213284181
"ARID2",531.344840324732,-0.789737891757583,0.259141640319489,-3.04751444339064,0.00230742436977808,0.0117523510148176
"ARID4B",509.124380690523,-1.29468766147033,0.307788797880272,-4.2064157967632,2.59452689258375e-05,0.000296029533782046
"ARID5A",292.731254602879,-1.02122043296455,0.300300330083497,-3.40066370450076,0.000672224716780159,0.00438536667447972
"ARL13B",153.327081822299,-1.33164910881744,0.349073283164833,-3.81481245641086,0.000136286397207858,0.0011948844070026
"ARL15",16449.2243060243,-1.22177454207067,0.277077978018124,-4.40949710550707,1.03610943251196e-05,0.000134662198114267
"ARL2",1417.00580503486,2.18195528236474,0.223898410751404,9.74529151431709,1.93223488692134e-22,9.02675731340084e-20
"ARL3",62.4592899310706,2.19333217688767,0.594075885361416,3.69200674683726,0.000222491561200932,0.00178014418471802
"ARL5A",365.204311877323,-1.12536300404272,0.248885528251572,-4.52160883739779,6.13713909490174e-06,8.62649361514174e-05
"ARL6IP5",38923.3855601694,-0.740405272141781,0.208013129244062,-3.55941605624837,0.000371680309442685,0.0027130726754371
"ARL6IP6",868.926468197327,-1.04958533921496,0.258751707181989,-4.05634169778348,4.98473197355099e-05,0.000515579473131492
"ARL8B",5837.88731082232,-0.947569537751803,0.184858458166942,-5.12591929602739,2.96089425738323e-07,6.31932990110039e-06
"ARMC3",1987.44659747594,-2.51728941039778,0.317714045237903,-7.92312914121516,2.31606810831531e-15,3.81878759271047e-13
"ARMC5",82.9154532220522,-1.54122557466132,0.405483693956579,-3.80095574157998,0.000144139048448014,0.00125342839544918
"ARMCX3",9734.96481038145,-0.686576006734582,0.21693295411073,-3.16492258886647,0.00155124216316344,0.00849244488934983
"ARMCX4",15.5001678425652,-2.77401803261644,0.861637461093513,-3.21947240907551,0.00128426718950934,0.00731171482503998
"ARMCX5-GPRASP2",195.691129445659,-1.70226494706029,0.391196720171114,-4.35142949643263,1.35252814250554e-05,0.0001712113423841
"ARPC1B",3174.37091617185,1.00836107604703,0.21327179650671,4.72805637015068,2.26679259897723e-06,3.6940811947286e-05
"ARPC4",5287.70143332158,0.614641061856658,0.199919376442162,3.07444467262271,0.0021089483452159,0.0108932104637104
"ARPC5",33623.2562108003,-0.783298004739774,0.239655961498998,-3.26842695604318,0.00108147088281791,0.00643601461685479
"ARPP19",7117.9062206979,-0.671752450438599,0.228635049330998,-2.93809917772535,0.00330231363875574,0.0156269867126038
"ARRB2",163.891201067021,1.6226479286154,0.308875625093345,5.25340233022603,1.49314872674462e-07,3.51705536223964e-06
"ARRDC3",1104.99517456515,-1.19236350384343,0.29888058491941,-3.98943111063884,6.62319507282243e-05,0.000655228792557222
"ARRDC3-AS1",122.211655299377,-1.73912023149595,0.367331420391477,-4.73447174663826,2.19626361347235e-06,3.60007421553392e-05
"ARRDC4",394.400483081829,-1.20806738932327,0.308966718966066,-3.91002433325496,9.22868239402414e-05,0.000866115962626663
"ARSA",460.249595881572,1.1180893556342,0.295222469946805,3.7872772890074,0.000152307097406708,0.00130956071788651
"ARV1",135.756520541001,-2.13850896977803,0.660993737242865,-3.23529384514016,0.00121517601928226,0.00701336613168376
"ASAP3",84.3491324753981,2.23904723938522,0.49286359632857,4.54293491356287,5.54763842160326e-06,7.9366983501877e-05
"ASB7",62.9135379335971,-1.83819936123966,0.713093424657324,-2.57778195349789,0.00994367217744575,0.0373620819214215
"ASCC3",49.9916904966399,-1.97522290619061,0.687088232099671,-2.87477330262888,0.00404317679951116,0.0183679490583951
"ASF1A",739.676391015891,-1.74823165105755,0.346646502221747,-5.04326926668141,4.57644530134291e-07,9.20653792798863e-06
"ASH2L",1463.43532714178,-0.671610788571302,0.18628043376139,-3.60537483733573,0.00031170269414973,0.00235076946646195
"ASMTL",116.489197312052,0.990846410073965,0.381947520709913,2.59419516124182,0.00948126505756709,0.0359620919571861
"ASXL1",83.5936858168055,1.28591806478414,0.41785393766841,3.0774343589041,0.00208790817275705,0.0108291084827081
"ASXL3",153.684310457286,1.42748639408302,0.483452505735595,2.95269209932223,0.0031501599859769,0.0150083259615183
"ATAD2B",168.477472207128,-1.12300237462016,0.364930419278353,-3.07730546782285,0.00208881126875401,0.0108291084827081
"ATF2",703.724183508273,-0.586423910041689,0.210487560484453,-2.78602644589538,0.00533585183006751,0.0229041235523418
"ATF4",15079.9984892798,0.896726145514971,0.158726880905021,5.64949138042694,1.60923253762415e-08,5.0872317326622e-07
"ATF4P3",77.3600351396034,1.37168473957926,0.357776742332457,3.83391254176229,0.000126120999472473,0.00112227670324236
"ATF4P4",26.1663817765396,1.23994342311309,0.505566962370761,2.45258000502764,0.0141835834672743,0.0496274783312129
"ATF6",401.537217662625,1.344107873798,0.397413034755048,3.38214340308809,0.000719225885941255,0.00460622275314548
"ATG4A",210.940718088814,-0.786410851910685,0.308049577255763,-2.55287106353584,0.010683903863972,0.0395600826033204
"ATG4C",226.272123216273,-1.17005387590206,0.370730985530176,-3.15607252042551,0.00159909096399887,0.0087090388058721
"ATG7",90.1793504412163,1.30830353918727,0.502633194049454,2.60289920099973,0.00924391273830094,0.0353006640401329
"ATL1",1715.75515148959,-0.878003475729004,0.195030847927657,-4.50186975577671,6.73582565102848e-06,9.33139339365708e-05
"ATMIN",358.997842377142,1.20782827903738,0.356256813135103,3.390330330551,0.000698084516292473,0.0045152541245136
"ATOX1",2697.57344322524,2.87437293362618,0.242807139072238,11.8380906945698,2.48035314429486e-32,6.9524298634585e-29
"ATP13A4",391.219362768103,-2.02914966929368,0.372559254266657,-5.44651527523546,5.13661938390622e-08,1.41619122620549e-06
"ATP13A5",142.71329600798,-1.90897391027629,0.355088016875912,-5.37605838426081,7.61341132634478e-08,2.01324452337212e-06
"ATP13A5-AS1",99.8486667723824,-1.39419905175833,0.370619051032937,-3.76181161727281,0.000168687084054592,0.00142418643555729
"ATP1A1",356.713143053695,1.18855421031547,0.273685446028694,4.34277462525667,1.40694446264868e-05,0.000176056487893047
"ATP2A3",18472.6071997804,0.706040356576892,0.240495067930422,2.93577894404537,0.00332711325100426,0.0157178063638735
"ATP2B2",41.8008867001356,-1.52324651164972,0.611786211889621,-2.48983465473156,0.0127802536370037,0.0456305705484494
"ATP6AP1",3874.35684681979,1.36586524504885,0.16379942439318,8.33864496233063,7.51466669850961e-17,1.70786033156128e-14
"ATP6V0A1",859.479546651731,0.699342426581078,0.269615037102597,2.59385542474382,0.00949063864021134,0.0359814158365812
"ATP6V0B",975.458519938248,0.852731700696304,0.25923132275357,3.28946244473291,0.00100378951127664,0.00605948743741946
"ATP6V0E1",20561.7545476877,0.64422029904205,0.20951107840404,3.07487462691438,0.00210591058146611,0.0108903054891376
"ATP6V1B2",1538.11319672364,1.64943124487878,0.413381158765441,3.99009778240691,6.60460613313874e-05,0.000654159398981904
"ATP6V1F",3659.30453646332,0.57981448854912,0.221531221115413,2.6173037174162,0.00886274438044774,0.0340616167711083
"ATP9B",143.702796082462,1.76688516450331,0.508327389948285,3.47588030753776,0.000509179481250816,0.0034895601123375
"ATRX",1433.58057008794,-0.652582631055877,0.247609551934569,-2.63553092341253,0.00840057709620136,0.0326434624777991
"ATXN7L3B",1187.12046737507,-0.76355411422449,0.281883559188073,-2.70875717769352,0.00675357477428292,0.027331606875282
"AVEN",40.9622765138744,1.86116974048889,0.563030986543786,3.30562577366096,0.000947645621359423,0.00579124420785711
"AVPR1A",1070.22966565058,-1.72264238516547,0.273364737961515,-6.3016261644104,2.94538885169804e-10,1.57756527732031e-08
"AZIN1",7253.59104941525,-1.30325624356119,0.32048613972936,-4.06649799165028,4.77248963477687e-05,0.0004966815017183
"B4GALT1-AS1",1438.0600717785,-1.00984855132678,0.246277853061634,-4.10044402601664,4.12358169426463e-05,0.00044285055513501
"B4GALT5",47.0272057217337,1.78466205267253,0.603005394963115,2.95961208237895,0.00308026631534283,0.0147421510789515
"B4GALT6",210.160920720165,-1.05240903819283,0.3962516098394,-2.65591107281399,0.00790944687186075,0.0310796910025594
"BABAM1",276.15885943699,0.739606917821364,0.271016906825898,2.72900656451108,0.00635254393445316,0.0260565448201898
"BACE2",22.880506540002,3.4761702834509,1.06800735255448,3.2548186818532,0.00113464780936291,0.00667687433795151
"BAG4",126.281539861825,-1.37517266869363,0.381094529157246,-3.60848178989789,0.000307994128482132,0.00233326362739302
"BAG6",116.601015986374,1.60161666816089,0.390540403330624,4.10102681950936,4.11320879606809e-05,0.000442301442022207
"BAMBI",311.978863624333,1.13687860840567,0.312633908047076,3.63645330574468,0.000276417722309264,0.00213051936470999
"BANF1",589.83638141733,0.759769789084844,0.248345957236984,3.05932014169989,0.00221839947895753,0.0113335971799292
"BANK1",7221.94543721127,-1.70163431592547,0.252826989311102,-6.7304298507135,1.69162590343463e-11,1.2700787698198e-09
"BASP1",120.295150171864,1.06594799612957,0.351648376228998,3.03128940210266,0.00243511725766709,0.0122689640621465
"BAZ2A",179.361684158735,1.05917867448232,0.270181333713081,3.92025111404294,8.84567484455845e-05,0.000840489036925334
"BBX",1731.43179610467,1.28165513496173,0.276908205462346,4.62844765766976,3.68416952859638e-06,5.57197510179261e-05
"BCAP31",9597.21007224174,0.831727562609332,0.197168522000048,4.21835876321642,2.46087042309602e-05,0.000282311860679596
"BCKDK",596.340393348032,0.738729821657992,0.180072602774316,4.10239986692389,4.08886829094599e-05,0.000440247035320933
"BCL2L1",5192.06012735397,-0.534914849487989,0.193801906724574,-2.76011138656234,0.00577816570306783,0.0242821566202386
"BCOR",85.5036748826053,-1.18039187728244,0.415982165357508,-2.83760212716807,0.00454538030058063,0.0202233348929008
"BCORL1",101.270834589754,1.01670201270358,0.360359259236757,2.82135670624078,0.00478209962627705,0.0210868776913286
"BDNF",51.5313912096582,-1.94119249724511,0.650271060495107,-2.98520511702783,0.00283388225595591,0.0139113344368554
"BDNF-AS",22.1639427818921,-3.98765713792569,1.03028447559179,-3.87044280720157,0.000108637842786949,0.000997309628816002
